品名,户型,价格,用户点评,品名链接,详情链接,户型链接,点评链接,看房团链接,物业类别,项目特色,建筑类别,装修状况,产权年限,环线位置,销售状态,楼盘优惠,开盘时间,交房时间,售楼地址,咨询电话,占地面积,建筑面积,容积率,绿化率,停车位,楼栋总数,总户数,物业公司,物业费
银亿公园壹号,3室2厅1厨3卫 170.00㎡(建面)|3室2厅1厨3卫 181.00㎡(建面)|3室2厅1厨3卫 182.00㎡(建面)|4室2厅1厨3卫 172.00㎡(建面)|,均价约125000元/平方米,4.07,http://gongyuanyihaoyy.fang.com/,http://gongyuanyihaoyy.fang.com/house/1210125448/housedetail.htm,http://gongyuanyihaoyy.fang.com/photo/list_900_1210125448.htm,http://gongyuanyihaoyy.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,普通住宅,公园地产,板楼小高层高层,非毛坯,70年,内环以内,在售,暂无,已于2017年1月15日开盘[开盘时间详情],预计2018年12月底交房,浦东新区花木路826号（世纪公园7号门对面）,400-890-0000转837928,6183平方米,22257平方米,2.8,35%,车位比1:1,2栋,100户,丰诚物业,9.80元/㎡·月
世茂云图,3室2厅1厨1卫 87.00㎡(建面)|3室2厅1厨2卫 110.00㎡(建面)|4室2厅1厨2卫 140.00㎡(建面)|3室2厅1厨2卫 120.00㎡(建面)|3室2厅1厨2卫 120.00㎡(建面)|,待定,2.85,http://shimaoyuntu.fang.com/,http://shimaoyuntu.fang.com/house/1211206674/housedetail.htm,http://shimaoyuntu.fang.com/photo/list_900_1211206674.htm,http://shimaoyuntu.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,普通住宅,品牌地产,板塔结合高层,非毛坯,70年,中外环间,待售,暂无,预计加推87-140平非毛坯房。[开盘时间详情],5#等于2017年6月交房,上海市浦东新区康涵路58弄（林海公路上南路交叉口）,400-890-0000转823668,49369平方米,120135平方米,1.7,35%,世茂云图停车位为993个，车位配比为1:1.96,13栋,830户,世茂物业,3.00元/㎡·月
融创香溢花城,3室2厅1厨2卫 185.00㎡(建面)|4室2厅1厨3卫 195.00㎡(建面)|1室2厅1厨1卫 75.00㎡(建面)|2室2厅1厨1卫 87.00㎡(建面)|2室2厅1厨1卫 112.00㎡(建面)|2室2厅1厨2卫 122.00㎡(建面)|2室2厅1厨1卫 124.00㎡(建面)|2室2厅1厨2卫 128.00㎡(建面)|3室2厅1厨2卫 132.00㎡(建面)|3室2厅1厨2卫 147.00㎡(建面)|3室2厅1厨2卫 149.00㎡(建面)|3室2厅1厨2卫 154.00㎡(建面)|,均价约98000元/平方米,4.42,http://xiangyitiandirc.fang.com/,http://xiangyitiandirc.fang.com/house/1210148062/housedetail.htm,http://xiangyitiandirc.fang.com/photo/list_900_1210148062.htm,http://xiangyitiandirc.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,普通住宅,品牌地产地铁沿线,板楼小高层高层,非毛坯,70年,中内环间,在售,暂无,37#-47#已于2017年4月10日加推[开盘时间详情],37#-47#预计2018年12月31日交房,普陀区石泉东路239号,400-890-0000转651129,10617平方米,74392平方米,3.18,45%,三期住宅车位配比1:1.4,34栋,1822户,绿城物业,2.30元/㎡·月
绿都绣云里,2室2厅1厨1卫 67.00㎡(建面)|2室2厅1厨1卫 69.00㎡(建面)|3室2厅1厨1卫 91.00㎡(建面)|3室2厅1厨2卫 116.00㎡(建面)|,待定,3.28,http://xiuyunlild.fang.com/,http://xiuyunlild.fang.com/house/1210124924/housedetail.htm,http://xiuyunlild.fang.com/photo/list_900_1210124924.htm,http://xiuyunlild.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,"普通住宅,商业",小户型,塔楼板塔结合多层高层,暂无,70年商业:40年,外环以外,待售,暂无,2016年12月31日309-320#住宅房源开盘[开盘时间详情],预计2018年9月309#-320#等交房,浦东新区南六公路崇溪路路口东侧,400-890-0000转834713,73800平方米,200000平方米,2,35%,共1448个机动车位。,29栋,1825户,绿都物业服务有限公司,3.80元/㎡·月
金臣汇,4室2厅2厨5卫 253.00㎡(建面)|3室2厅2厨5卫 215.00㎡(建面)|4室2厅1厨5卫 258.00㎡(建面)|,约1880万元/套起,4.13,http://jinchenhui.fang.com/,http://jinchenhui.fang.com/house/1211213068/housedetail.htm,http://jinchenhui.fang.com/photo/list_900_1211213068.htm,http://jinchenhui.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,普通住宅,低密居所,板楼小高层,非毛坯,70年,外环以外,在售,暂无,1#等已于2016年5月8日开盘[开盘时间详情],2017年5月底全部楼栋入住,闵行区金光路801弄金臣花园会所内,400-890-0000转822491,5069平方米,9527平方米,1.87,33%,金臣汇停车位共有46个，车位配比为1:1.12,5栋,41户,中奥物业,6.80元/㎡·月
品尊国际,3室2厅1厨2卫 156.00㎡(建面)|4室2厅1厨3卫 260.00㎡(建面)|1室1厅0厨1卫 62.00㎡(建面)|1室1厅1厨1卫 77.50㎡(建面)|1室2厅1厨1卫 77.50㎡(建面)|2室2厅1厨1卫 96.50㎡(建面)|2室2厅1厨1卫 96.50㎡(建面)|2室2厅1厨1卫 98.00㎡(建面)|2室2厅1厨1卫 109.00㎡(建面)|2室2厅1厨1卫 111.00㎡(建面)|2室2厅1厨1卫 113.00㎡(建面)|2室2厅1厨2卫 126.50㎡(建面)|,均价约100000元/平方米,3.96,http://pinzunguoji021.fang.com/,http://pinzunguoji021.fang.com/house/1210477742/housedetail.htm,http://pinzunguoji021.fang.com/photo/list_900_1210477742.htm,http://pinzunguoji021.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,普通住宅,地铁沿线,塔楼高层超高层,非毛坯,项目:70年,中内环间,在售,暂无,"51#,52#已于2016年9月2日加推[开盘时间详情]",已于2017年3月28日51-52#交房,普陀区岚皋路567号品尊国际中心B座（铜川路岚皋路口明捷万丽酒店西侧向内100米）,400-890-0000转661134,182758平方米,530000平方米,2.9,35%,品尊国际共有停车位3491个。地上500个;地下2991个;车位比1：1.8,18栋,2788户,狮城怡安（上海）物业管理有限公司,3.20元/㎡·月
泛海国际住区,2室2厅1厨1卫 131.00㎡(建面)|3室2厅1厨2卫 180.00㎡(建面)|,待定,4.04,http://guojizhuqufh.fang.com/,http://guojizhuqufh.fang.com/house/1211201242/housedetail.htm,http://guojizhuqufh.fang.com/photo/list_900_1211201242.htm,http://guojizhuqufh.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,普通住宅,国际化社区豪华居住区,板楼高层,非毛坯,70年,内环以内,待售,暂无,11#已于2015年11月21日开盘[开盘时间详情],2017年4月底已交房,上海黄浦区中华路518号,400-890-0000转825125,43000平方米,220000平方米,3.3,40.10%,泛海国际住区共有300个车位，车位比：1:1,7栋,300户,泛海控股,10.00元/㎡·月
同润蓝美俊庭,2室2厅1厨1卫 88.00㎡(建面)|2室2厅1厨1卫 92.00㎡(建面)|3室2厅1厨2卫 120.00㎡(建面)|3室2厅1厨3卫 149.00㎡(建面)|4室2厅1厨3卫 157.00㎡(建面)|,待定,3.88,http://lanmeijuntingtr.fang.com/,http://lanmeijuntingtr.fang.com/house/1211089308/housedetail.htm,http://lanmeijuntingtr.fang.com/photo/list_900_1211089308.htm,http://lanmeijuntingtr.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,普通住宅,暂无,塔楼低层高层,非毛坯,70年,外环以外,待售,暂无,待定[开盘时间详情],2015年12月21日279#等已交付,上海市浦东新区大团镇南芦公路989弄,400-890-0000转640967,67630平方米,165000平方米,1.8,35%,同润蓝美俊庭共有地下停车位710个，车位比为1:0.62。,13栋,1134户,上海上房物业公司,2.20元/㎡·月
恒文星尚湾,3室2厅1厨2卫 122.38㎡(建面)|2室2厅1厨1卫 89.00㎡(建面)|2室2厅1厨1卫 89.00㎡(建面)|2室2厅1厨1卫 90.00㎡(建面)|3室2厅1厨1卫 102.49㎡(建面)|3室2厅1厨2卫 128.00㎡(建面)|3室2厅1厨2卫 129.00㎡(建面)|2室2厅1厨1卫 83.00㎡(建面)|2室2厅1厨1卫 108.00㎡(建面)|3室2厅1厨1卫 85.18㎡(建面)|3室2厅1厨1卫 86.38㎡(建面)|3室2厅1厨1卫 86.53㎡(建面)|,均价约42000元/平方米,3.64,http://xingshangwan.fang.com/,http://xingshangwan.fang.com/house/1211058272/housedetail.htm,http://xingshangwan.fang.com/photo/list_900_1211058272.htm,http://xingshangwan.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,"普通住宅,花园洋房",小户型,板楼多层高层,毛坯[283套装修案例],70年花园洋房:70年,外环以外,在售,暂无,2016年3月25日已加推40#[开盘时间详情],2017年8月底40#等已交付,上海市青浦区华新镇新凤中路899弄,400-890-0000转651619,159549平方米,350000平方米,1.8,40%,恒文星尚湾共有停车位1800个左右,36栋,2500户,深圳彩生活,1.75元/㎡·月
盘古园府,3室2厅1厨2卫 90.00㎡(建面)|3室2厅1厨2卫 105.00㎡(建面)|,约35300元/平方米起,3.97,http://panguyuanfu.fang.com/,http://panguyuanfu.fang.com/house/1210126500/housedetail.htm,http://panguyuanfu.fang.com/photo/list_900_1210126500.htm,http://panguyuanfu.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,普通住宅,暂无,板楼小高层,非毛坯,70年,外环以外,在售,暂无,2018年3月2日3-8#已开盘[开盘时间详情],预计2019年9月30日前3-8#交房,嘉定区云屏路1199弄（崇信路宝塔路口）,400-890-0000转848572,50000平方米,120000平方米,1.93,35%,暂无资料,15栋,1180户,暂无资料,4.95元/㎡·月
国浩长风汇都,3室2厅1厨2卫 150.00㎡(建面)|3室2厅1厨3卫 170.00㎡(建面)|4室2厅1厨3卫 175.00㎡(建面)|4室2厅1厨3卫 190.00㎡(建面)|5室2厅1厨3卫 225.00㎡(建面)|,待定,4.37,http://guohaochangfenghuidu.fang.com/,http://guohaochangfenghuidu.fang.com/house/1211200774/housedetail.htm,http://guohaochangfenghuidu.fang.com/photo/list_900_1211200774.htm,http://guohaochangfenghuidu.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,普通住宅,地铁沿线,板楼高层,毛坯,70年,中内环间,待售,暂无,"11#,12#,13#,16#,17#已经于2017年6月12日加推[开盘时间详情]",2018年2月28日已交房,上海普陀区同普路泸定路口,400-890-0000转818929,47647平方米,188228平方米,2.57,35%,国浩长风汇都停车位共996个车位，其中地上车位40个，地下车位956个，车位配比1:1.5,9栋,664户,上海古北物业有限公司,5.40元/㎡·月
鸿泰乐颐小镇,1室1厅1厨1卫 65.00㎡(建面)|1室1厅1厨1卫 55.00㎡(建面)|,约14000元/平方米起,3.68,http://leyixiaozhenht.fang.com/,http://leyixiaozhenht.fang.com/house/1211167766/housedetail.htm,http://leyixiaozhenht.fang.com/photo/list_900_1211167766.htm,http://leyixiaozhenht.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,普通住宅,江景地产旅游地产,板楼高层,非毛坯,住宅:70年,外环以外,在售,暂无,6#已于2017年6月28日加推[开盘时间详情],已于2017年6月底交房,上海市虹口四平路773号（近大连路）,400-890-0000转808880,70198平方米,106968平方米,1.4,35%,地下停车位，机动车470，非机动车1758,6栋,1330户,林达物业,1.80元/㎡·月
禹洲丁香里,4室2厅1厨2卫 138.00㎡(建面)|3室2厅1厨1卫 89.00㎡(建面)|3室2厅1厨2卫 116.00㎡(建面)|,约29000元/平方米起,4.45,http://dingxiangliyz.fang.com/,http://dingxiangliyz.fang.com/house/1210125290/housedetail.htm,http://dingxiangliyz.fang.com/photo/list_900_1210125290.htm,http://dingxiangliyz.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,普通住宅,水景地产,板楼高层,非毛坯,70年,外环以外,在售,暂无,2017年4月26日3-4#、13-17#、19#已加推[开盘时间详情],预计2018年12月1-17#、19#交付,嘉定区澄浏公路255号（近唐家浜路）,400-890-0000转836462,31139平方米,56050平方米,1.8,35%,共672个（地下537个/地上135个），车位配比1:1.26,19栋,532户,禹洲物业服务有限公司上海分公司,3.10元/㎡·月
信达蓝尊,2室2厅1厨1卫 77.00㎡(建面)|2室2厅1厨1卫 77.00㎡(建面)|3室2厅1厨1卫 90.00㎡(建面)|3室2厅1厨1卫 89.00㎡(建面)|3室2厅1厨2卫 114.00㎡(建面)|3室2厅1厨2卫 112.00㎡(建面)|3室2厅1厨1卫 89.00㎡(建面)|3室2厅1厨1卫 87.00㎡(建面)|3室2厅1厨1卫 92.00㎡(建面)|3室2厅1厨2卫 105.00㎡(建面)|2室2厅1厨1卫 77.00㎡(建面)|,均价约44000元/平方米,4.62,http://xindalanzun.fang.com/,http://xindalanzun.fang.com/house/1210125274/housedetail.htm,http://xindalanzun.fang.com/photo/list_900_1210125274.htm,http://xindalanzun.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,普通住宅,品牌地产,板楼高层,非毛坯,项目70年,外环以外,在售,暂无,2018年1月19日已开盘[开盘时间详情],预计2018年12月30日交房,松江长水街277弄（茸凯路与长水街交叉口）,400-890-0000转836403,46868平方米,125133平方米,2,35%,停车位1055个，其中地上345个，地下699个,11栋,1000户,上海万科物业有限公司,3.50元/㎡·月
同济融创玫瑰公馆,3室2厅1厨1卫 96.00㎡(建面)|3室2厅1厨1卫 97.00㎡(建面)|3室2厅1厨1卫 101.00㎡(建面)|3室2厅1厨2卫 123.00㎡(建面)|4室2厅1厨2卫 144.00㎡(建面)|,待定,4.1,http://meiguigongguantjrc021.fang.com/,http://meiguigongguantjrc021.fang.com/house/1210126236/housedetail.htm,http://meiguigongguantjrc021.fang.com/photo/list_900_1210126236.htm,http://meiguigongguantjrc021.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,普通住宅,品牌地产地铁沿线,板楼小高层,毛坯,70年,中外环间,待售,暂无,2018年3月12日已开盘[开盘时间详情],预计2019年下半年交付,上海市闵行区莲花路1330号,400-890-0000转845462,40000平方米,50000平方米,1.38,35%,共计533个车位，车位配比为1:1.3,9栋,410户,融创中国控股有限公司,6.50元/㎡·月
新城璞樾门第,3室2厅1厨3卫 144.23㎡(建面)|3室3厅1厨4卫 165.58㎡(建面)|4室3厅1厨3卫 157.47㎡(建面)|4室3厅1厨3卫 132.26㎡(建面)|,约670万元/套起,4.07,http://puyuemengdixc.fang.com/,http://puyuemengdixc.fang.com/house/1210125984/housedetail.htm,http://puyuemengdixc.fang.com/photo/list_900_1210125984.htm,http://puyuemengdixc.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,别墅,品牌地产特色别墅,联排叠拼,毛坯,联排:70年叠拼:70年,外环以外,在售,暂无,2018年3月25日已开盘[开盘时间详情],预计2019年年中交房,暂无资料,400-890-0000转844066,26653平方米,30515平方米,1.1,暂无资料,暂无资料,暂无资料,162户,暂无资料,暂无资料
凤凰城天境,3室2厅1厨1卫 81.30㎡(建面)|3室2厅1厨2卫 94.00㎡(建面)|3室2厅1厨3卫 115.50㎡(建面)|3室2厅1厨3卫 120.50㎡(建面)|,待定,4.52,http://fenghuangchengtianjing.fang.com/,http://fenghuangchengtianjing.fang.com/house/1210125966/housedetail.htm,http://fenghuangchengtianjing.fang.com/photo/list_900_1210125966.htm,http://fenghuangchengtianjing.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,"普通住宅,叠拼",品牌地产,板塔结合多层高层,"毛坯,非毛坯",叠拼:70年70年,外环以外,待售,暂无,预计2018年6月开盘[开盘时间详情],待定,奉贤区临港蓝湾正旭路与云樱路交叉口,400-890-0000转842325,48323平方米,77317平方米,1.6,35%,共941个停车位,22栋,826户,广东碧桂园物业服务股份有限公司上海浦东分公司,暂无资料
东郊壹号,5室4厅1厨3卫 587.00㎡(建面)|5室4厅1厨3卫 670.00㎡(建面)|4室4厅1厨3卫 505.00㎡(建面)|4室4厅1厨2卫 505.00㎡(建面)|5室4厅1厨3卫 505.00㎡(建面)|5室4厅1厨3卫 505.00㎡(建面)|,约18500万元/套起,4.09,http://dongjiaoyihao.fang.com/,http://dongjiaoyihao.fang.com/house/1210906376/housedetail.htm,http://dongjiaoyihao.fang.com/photo/list_900_1210906376.htm,http://dongjiaoyihao.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,别墅,现房国际化社区,独栋,毛坯,独栋:70年,中内环间,在售,暂无,2012年8月23日开盘28#[开盘时间详情],2011-12-31已交房,上海市浦东新区银柳路58弄,400-890-0000转651550,77465平方米,34211平方米,0.25,60%,项目每户2-4个车位,19栋,19户,上海紫泰物业管理有限公司,6.00元/㎡·月
正荣璟园,3室2厅1厨2卫 130.00㎡(建面)|3室3厅1厨3卫 140.00㎡(建面)|6室4厅1厨4卫 170.00㎡(建面)|3室2厅1厨1卫 90.00㎡(建面)|2室2厅1厨1卫 80.00㎡(建面)|2室2厅1厨1卫 85.00㎡(建面)|2室2厅1厨1卫 85.00㎡(建面)|2室2厅1厨1卫 90.00㎡(建面)|3室2厅1厨1卫 90.00㎡(建面)|3室2厅1厨2卫 130.00㎡(建面)|4室2厅1厨2卫 140.00㎡(建面)|,均价约24000元/平方米,3.69,http://zhengrongjingyuan.fang.com/,http://zhengrongjingyuan.fang.com/house/1211140730/housedetail.htm,http://zhengrongjingyuan.fang.com/photo/list_900_1211140730.htm,http://zhengrongjingyuan.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,"普通住宅,花园洋房,联排",品牌地产低密居所花园洋房,板楼低层多层小高层,"毛坯,非毛坯",70年联排:70年花园洋房:70年,外环以外,在售,暂无,2018年3月30日加推别墅[开盘时间详情],2期65#等预计2019年3月交房,上海市枫泾镇枫湾路680弄,400-890-0000转820811,102806平方米,168150平方米,1.2,35%,共759个，地面停车位123个，地下停车位636个,152栋,1170户,江西正荣物业管理有限公司上海分公司,3.00元/㎡·月
西郊庄园马德里洋房,3室2厅1厨3卫 220.00㎡(建面)|4室2厅1厨3卫 260.00㎡(建面)|1室2厅1厨1卫 90.00㎡(建面)|1室2厅1厨1卫 90.00㎡(建面)|,均价约70000元/平方米,3.89,http://madeliyangfangxjzy.fang.com/,http://madeliyangfangxjzy.fang.com/house/1211088132/housedetail.htm,http://madeliyangfangxjzy.fang.com/photo/list_900_1211088132.htm,http://madeliyangfangxjzy.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,"普通住宅,花园洋房",花园洋房,板楼多层小高层高层,非毛坯,70年花园洋房:70年,外环以外,在售,暂无,2014年2月22日7-10#等已开盘[开盘时间详情],2015年6月30日已交房,上海市闵行区金丰路588号,400-890-0000转640210,127000平方米,245000平方米,1.2,45%,共593个车位，车位配比为1:1.28,15栋,461户,西郊庄园物业管理公司,6.00元/㎡·月
九龙仓静安壹号,3室2厅1厨3卫 162.00㎡(建面)|3室2厅1厨2卫 171.00㎡(建面)|,待定,4.14,http://jinganyihaojlc.fang.com/,http://jinganyihaojlc.fang.com/house/1210893960/housedetail.htm,http://jinganyihaojlc.fang.com/photo/list_900_1210893960.htm,http://jinganyihaojlc.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,普通住宅,暂无,板楼高层,毛坯,70年,内环以内,待售,暂无,待定[开盘时间详情],待定,静安区西至嘉园，北至万航渡路,400-890-0000转644544,15600平方米,72586平方米,3.65,35%,地下停车位，车位配比为1：1，人车分流设计。,5栋,暂无资料,九龙仓物业管理,13.80元/㎡·月
